	('Numbers: Two-6454', 'Digit: Two')	('Numbers: Seven-4107', 'Digit: Seven')	('Numbers: Two-1266', 'Digit: Two')	('Numbers: Seven-4453', 'Digit: Seven')	('Numbers: Nine-1124', 'Digit: Nine')	('Numbers: Five-4731', 'Digit: Five')	('Numbers: Eight-3406', 'Digit: Eight')	('Numbers: Three-6237', 'Digit: Three')	('Numbers: Seven-4649', 'Digit: Seven')	('Numbers: Eight-1750', 'Digit: Eight')	('Numbers: Eight-4604', 'Digit: Eight')	('Numbers: Six-4615', 'Digit: Six')	('Numbers: Zero-1358', 'Digit: Zero')	('Numbers: Three-2169', 'Digit: Three')	('Numbers: Three-1800', 'Digit: Three')	('Numbers: Nine-367', 'Digit: Nine')	('Numbers: Eight-3313', 'Digit: Eight')	('Numbers: Eight-5053', 'Digit: Eight')	('Numbers: Zero-4861', 'Digit: Zero')	('Numbers: One-2000', 'Digit: One')	('Numbers: Nine-380', 'Digit: Nine')	('Numbers: Nine-5591', 'Digit: Nine')	('Numbers: Nine-1176', 'Digit: Nine')	('Numbers: Nine-1274', 'Digit: Nine')	('Numbers: Four-440', 'Digit: Four')	('Numbers: One-6191', 'Digit: One')	('Numbers: Nine-2385', 'Digit: Nine')	('Numbers: Zero-1578', 'Digit: Zero')	('Numbers: Seven-192', 'Digit: Seven')	('Numbers: Four-1581', 'Digit: Four')	('Numbers: Four-1418', 'Digit: Four')	('Numbers: Three-6908', 'Digit: Three')	('Numbers: Two-196', 'Digit: Two')	('Numbers: Three-3418', 'Digit: Three')	('Numbers: One-4620', 'Digit: One')	('Numbers: Four-4666', 'Digit: Four')	('Numbers: Seven-3400', 'Digit: Seven')	('Numbers: Eight-2817', 'Digit: Eight')	('Numbers: Eight-3698', 'Digit: Eight')	('Numbers: Zero-5893', 'Digit: Zero')	('Numbers: Eight-4110', 'Digit: Eight')	('Numbers: Three-2232', 'Digit: Three')	('Numbers: Three-550', 'Digit: Three')	('Numbers: Seven-6222', 'Digit: Seven')	('Numbers: Two-1375', 'Digit: Two')	('Numbers: Zero-87', 'Digit: Zero')	('Numbers: Seven-177', 'Digit: Seven')	('Numbers: Seven-5490', 'Digit: Seven')	('Numbers: Five-5151', 'Digit: Five')	('Numbers: Six-5683', 'Digit: Six')	('Numbers: Six-4309', 'Digit: Six')	('Numbers: Zero-3223', 'Digit: Zero')	('Numbers: One-5083', 'Digit: One')	('Numbers: Two-6379', 'Digit: Two')	('Numbers: Five-2067', 'Digit: Five')	('Numbers: Two-5965', 'Digit: Two')	('Numbers: One-5138', 'Digit: One')	('Numbers: One-5827', 'Digit: One')	('Numbers: Eight-5077', 'Digit: Eight')	('Numbers: Nine-5864', 'Digit: Nine')	('Numbers: Eight-4288', 'Digit: Eight')	('Numbers: Zero-6617', 'Digit: Zero')	('Numbers: Four-6078', 'Digit: Four')	('Numbers: Eight-538', 'Digit: Eight')	('Numbers: Eight-699', 'Digit: Eight')	('Numbers: One-6520', 'Digit: One')	('Numbers: Seven-5242', 'Digit: Seven')	('Numbers: Four-1193', 'Digit: Four')	('Numbers: Five-5481', 'Digit: Five')	('Numbers: Zero-2402', 'Digit: Zero')	('Numbers: Two-3998', 'Digit: Two')	('Numbers: Three-1004', 'Digit: Three')	('Numbers: Three-3872', 'Digit: Three')	('Numbers: Three-4269', 'Digit: Three')	('Numbers: Two-2499', 'Digit: Two')	('Numbers: Nine-1744', 'Digit: Nine')	('Numbers: Three-5096', 'Digit: Three')	('Numbers: Zero-44', 'Digit: Zero')	('Numbers: Two-12', 'Digit: Two')	('Numbers: Four-1062', 'Digit: Four')	('Numbers: Seven-3896', 'Digit: Seven')	('Numbers: Four-6417', 'Digit: Four')	('Numbers: One-4148', 'Digit: One')	('Numbers: One-7346', 'Digit: One')	('Numbers: Four-3173', 'Digit: Four')	('Numbers: Seven-6680', 'Digit: Seven')	('Numbers: One-3946', 'Digit: One')	('Numbers: Six-3104', 'Digit: Six')	('Numbers: Zero-4221', 'Digit: Zero')	('Numbers: Eight-2878', 'Digit: Eight')	('Numbers: Two-3441', 'Digit: Two')	('Numbers: Three-6402', 'Digit: Three')	('Numbers: Eight-1512', 'Digit: Eight')	('Numbers: Five-1165', 'Digit: Five')	('Numbers: Eight-6226', 'Digit: Eight')	('Numbers: Six-3943', 'Digit: Six')	('Numbers: Zero-5326', 'Digit: Zero')	('Numbers: Nine-5164', 'Digit: Nine')	('Numbers: Four-5991', 'Digit: Four')	('Numbers: Eight-972', 'Digit: Eight')
pos_7-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_7-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_7-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_7-4	0	198	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_7-5	0	253	0	0	0	0	0	66	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	164	0	0	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_7-6	0	117	0	0	123	0	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	248	0	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	155	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_7-7	0	22	0	0	253	0	51	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	101	0	0	252	0	0	177	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	145	0	0	252	0	0	0	251	0	0	0	0	0	62	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	26	0
pos_7-8	0	0	0	0	252	0	242	208	0	0	0	0	0	0	0	0	0	27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	56	253	0	0	0	0	0	0	0	236	0	0	253	0	0	103	0	0	0	0	0	105	0	69	0	0	0	0	0	0	18	0	86	0	0	36	1	0	252	91	0	0	251	0	0	0	0	0	242	0	0	0	0	0	0	0	0	0	0	77	0	153	0	0	0	0	149	0
pos_7-9	169	0	0	0	253	0	252	253	0	0	0	0	198	0	0	0	0	159	0	0	0	0	0	0	0	0	0	0	0	0	0	17	62	253	0	0	32	18	0	0	49	215	17	77	253	0	0	177	0	0	0	0	0	211	0	238	0	0	0	0	0	0	214	0	240	0	0	0	192	0	252	177	0	0	189	0	0	0	0	227	226	0	0	0	0	144	0	0	0	0	0	254	0	253	0	0	0	0	59	0
pos_7-10	252	0	0	0	252	0	253	253	0	0	90	0	255	210	0	0	226	252	0	0	0	0	0	0	5	0	0	0	130	0	0	184	62	253	0	0	104	213	148	0	211	190	196	254	253	0	0	177	0	0	0	19	0	252	139	254	0	0	0	0	0	0	254	0	248	0	0	0	254	0	252	52	50	0	168	13	0	0	102	253	15	148	0	0	229	254	0	0	0	0	120	254	0	254	11	64	0	0	0	61
pos_7-11	252	0	0	0	253	0	27	253	0	11	106	0	255	235	0	0	255	252	71	0	23	0	0	0	73	0	0	0	253	45	0	252	62	199	0	150	162	253	243	0	254	189	253	254	253	0	0	204	0	135	0	176	0	252	253	166	0	0	0	0	0	0	80	3	157	0	0	0	254	0	252	15	67	194	31	144	0	0	253	148	0	100	0	0	253	42	0	8	155	2	235	254	12	253	171	255	0	0	0	252
pos_7-12	253	0	0	0	252	0	0	253	0	204	106	0	255	211	59	0	114	218	247	0	87	0	114	0	241	0	0	0	247	248	0	252	62	36	0	253	65	253	253	20	254	92	253	254	253	0	0	253	0	254	20	254	0	252	242	47	168	0	62	0	0	0	0	132	35	0	0	0	254	9	252	0	129	253	31	243	0	41	253	0	0	44	0	0	32	0	0	205	252	201	253	186	9	254	252	255	0	0	0	252
pos_7-13	227	0	0	0	183	0	56	253	0	251	172	0	255	127	185	0	0	80	253	0	170	5	226	41	237	156	0	0	170	254	0	253	62	0	234	252	32	253	253	163	254	63	249	254	253	7	0	239	0	254	236	254	160	253	81	18	253	0	218	0	37	0	0	253	0	56	0	0	243	253	252	0	230	253	31	253	0	190	253	0	0	0	0	0	0	0	0	253	252	253	253	240	128	253	252	255	0	0	0	252
pos_7-14	52	0	0	0	20	0	84	253	0	253	110	0	255	128	251	0	0	0	162	0	254	108	255	189	36	253	55	0	210	235	0	252	62	0	253	252	70	253	253	169	254	35	140	254	250	103	0	177	0	204	253	97	254	252	7	0	251	253	253	30	223	81	0	253	0	240	0	0	118	253	253	0	253	253	31	252	0	252	253	0	0	0	21	0	0	0	177	215	252	252	223	254	242	254	155	191	33	64	0	236
pos_7-15	28	0	8	0	0	0	146	253	0	254	218	192	255	154	225	0	0	0	0	0	255	233	226	250	0	245	195	0	245	64	0	252	62	17	254	28	70	253	253	60	254	70	147	254	247	230	0	177	0	7	253	0	147	252	7	0	253	252	254	159	253	228	0	253	24	253	0	85	32	253	252	125	189	198	149	252	190	253	254	0	0	0	21	7	0	0	253	83	253	195	55	254	252	253	35	64	237	112	0	216
pos_7-16	4	0	143	0	0	0	249	253	0	253	254	235	255	254	156	0	198	0	0	0	254	253	114	254	0	0	253	21	254	0	0	252	62	221	253	0	120	253	248	55	254	120	235	250	130	253	8	177	0	0	220	0	0	252	7	0	83	216	215	254	253	252	0	247	61	251	0	252	134	253	252	253	115	206	220	252	252	252	253	0	0	0	132	204	0	0	253	0	252	139	10	110	253	244	0	0	254	161	0	217
pos_7-17	9	0	248	0	0	0	252	253	0	253	85	253	198	235	4	0	198	0	0	0	177	253	0	254	0	0	212	129	253	0	74	252	47	253	102	0	170	253	243	95	254	252	235	153	0	245	94	249	0	0	15	0	0	253	1	114	0	0	111	254	253	252	0	217	44	126	0	252	212	253	252	145	77	202	251	253	84	194	182	0	47	0	253	253	17	0	177	0	202	230	85	0	252	122	0	0	254	187	0	216
pos_7-18	47	0	251	0	0	0	242	253	0	231	0	250	57	0	0	0	0	12	181	81	22	253	0	254	0	0	142	149	251	0	228	252	0	99	0	197	254	253	243	95	254	252	251	2	0	169	162	253	0	0	0	0	0	231	0	254	0	0	135	254	253	252	0	236	239	0	0	252	249	253	252	0	85	253	251	196	0	162	253	0	56	0	48	253	239	0	2	0	48	124	245	0	201	102	0	0	195	254	213	216
pos_7-19	240	0	253	0	0	0	75	240	0	101	0	220	0	0	0	0	0	126	253	255	0	102	0	125	0	0	142	40	124	205	254	252	0	0	0	252	229	253	247	129	229	42	253	0	0	54	254	253	0	0	0	0	0	72	0	254	0	0	253	254	253	253	224	253	253	0	0	211	70	43	74	0	253	254	139	82	0	172	253	0	105	108	0	37	253	0	0	0	0	0	253	0	180	61	0	0	45	245	254	240
pos_7-20	253	0	248	0	0	44	0	200	0	0	0	78	0	0	0	0	0	126	91	253	0	0	0	0	13	0	68	15	0	254	247	36	0	0	0	113	15	253	252	253	254	0	253	0	0	4	254	171	0	0	0	0	0	0	0	89	0	0	166	254	253	252	255	253	140	0	0	0	0	0	0	0	176	253	0	7	0	200	253	0	155	252	0	0	89	0	0	0	0	0	253	0	222	0	0	0	0	161	24	252
pos_7-21	84	0	221	0	0	174	0	134	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	35	0	191	0	0	132	77	0	0	0	0	0	0	245	186	253	206	0	88	0	0	217	100	0	0	0	0	0	0	0	0	0	0	0	0	36	236	202	18	216	4	0	0	0	0	0	0	0	0	238	0	0	0	252	253	0	155	202	0	0	0	0	0	0	0	0	200	0	252	0	0	0	0	85	0	252
pos_7-22	0	0	27	0	0	228	0	9	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	226	0	205	0	0	0	0	0	0	0	0	0	0	17	31	253	23	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	13	0	20	0	0	0	0	0	0	0	0	0	36	0	0	0	252	253	0	155	13	0	0	0	0	0	0	0	2	24	0	252	0	41	0	0	0	0	220
pos_7-23	0	0	0	0	0	83	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	0	0	0	0	0	0	0	0	0	0	0	0	0	0	90	0	0	0	0	0	175	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	154	59	0	137	0	0	0	0	0	0	0	0	139	0	0	252	0	142	0	0	0	0	54
pos_7-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	12	0	0	0	0	0	0	0	0	253	0	0	23	0	11	0	0	0	0	4
pos_7-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	224	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	181	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0
pos_7-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	37	0	0	0	0	0	0	0	0	0	0
pos_7-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-2	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-3	0	0	0	197	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	183	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-4	0	172	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	156	31	0	0	0	0	0	0	194	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-5	0	252	0	181	92	0	0	200	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	107	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	221	0	0	0	0	0	0	251	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-6	0	216	0	130	253	0	0	253	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	253	0	0	0	0	0	0	0	0	0	0	255	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	252	0	0	15	0	0	0	251	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-7	0	234	0	130	254	0	0	253	254	0	145	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	216	253	0	0	13	0	0	0	0	4	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	131	185	0	0	252	0	35	0	211	0	0	0	0	0	239	0	0	0	0	0	0	0	0	0	0	43	0	0	0	0	0	0	124	0
pos_8-8	29	169	0	130	172	0	169	253	152	0	230	0	29	0	0	0	0	178	0	0	0	0	0	0	0	0	0	0	0	0	0	0	199	253	0	0	181	0	3	0	18	31	0	0	253	0	0	0	0	0	0	0	0	144	0	0	0	0	0	0	0	0	44	0	178	0	43	206	109	0	216	0	105	0	94	0	0	0	0	61	254	0	0	0	0	0	0	0	0	0	0	235	0	152	0	0	0	0	254	0
pos_8-9	253	169	0	130	102	0	252	253	161	0	230	0	255	0	0	0	141	252	0	0	0	0	0	0	0	0	0	0	0	0	0	85	202	228	0	0	241	29	138	0	199	18	0	1	253	0	0	0	0	0	0	0	0	252	0	24	0	0	0	0	0	0	254	0	253	0	22	0	254	0	132	0	210	0	0	10	8	0	199	247	222	19	0	0	20	60	0	0	0	0	0	251	25	252	0	0	0	0	125	0
pos_8-10	244	108	0	130	20	0	253	204	168	0	251	0	255	31	0	0	255	241	0	0	3	0	29	0	127	0	0	0	97	0	0	252	202	78	0	89	253	244	247	0	254	0	18	118	253	0	20	0	0	0	0	177	0	252	118	29	0	0	8	0	0	0	254	0	129	0	0	0	254	0	132	0	242	0	0	172	123	0	245	253	14	207	0	0	236	253	0	0	18	8	40	128	123	253	130	191	0	43	0	141
pos_8-11	225	57	0	130	102	0	27	107	168	58	254	0	226	27	0	0	170	97	154	0	144	0	170	0	253	0	0	0	236	71	0	252	202	3	0	237	254	253	253	0	254	0	189	254	253	0	25	22	0	149	3	255	0	252	251	2	0	0	102	3	41	0	80	84	0	0	18	0	254	19	132	0	210	64	0	252	148	0	253	59	0	68	0	0	253	43	0	140	216	157	155	61	202	252	252	255	0	180	0	252
pos_8-12	101	57	0	130	102	0	0	107	168	253	254	0	86	0	0	51	0	7	253	0	253	3	255	74	253	43	0	0	253	254	0	252	202	0	0	253	249	253	227	0	180	0	201	205	253	40	14	61	0	254	175	254	0	252	227	0	169	0	238	67	154	0	0	253	0	0	0	0	254	173	132	0	154	193	0	252	174	171	253	0	0	0	0	0	14	0	0	254	252	253	253	7	189	253	244	255	0	230	0	252
pos_8-13	0	57	0	130	234	0	0	151	168	253	254	0	57	0	0	193	0	0	185	0	253	72	255	225	253	219	131	23	254	254	0	253	202	0	152	252	241	253	87	25	58	0	79	131	253	181	0	50	0	195	253	219	160	253	19	0	254	0	253	148	245	136	0	253	0	64	0	0	21	253	132	0	77	232	0	168	165	252	240	0	0	0	0	0	0	0	32	244	252	227	235	50	252	171	77	255	0	206	0	234
pos_8-14	0	120	60	130	213	0	0	163	181	253	254	77	29	0	54	254	0	0	74	0	253	253	170	254	58	253	250	65	253	254	0	252	220	0	252	127	253	235	84	0	35	0	0	205	253	254	89	0	0	31	253	0	254	252	0	0	253	253	235	244	253	253	0	236	0	251	0	0	0	253	133	0	44	72	0	168	210	252	90	0	30	0	0	0	0	0	234	83	252	93	132	203	252	91	7	0	224	243	0	59
pos_8-15	0	169	170	130	82	0	0	253	255	254	254	249	141	12	207	253	86	0	0	0	216	254	226	235	0	245	221	156	253	83	0	243	202	78	253	3	254	228	84	0	76	18	0	205	253	253	145	0	0	0	221	59	177	252	0	0	254	252	87	254	253	252	0	130	0	253	0	85	0	253	160	163	2	6	0	168	253	236	29	0	111	0	0	84	0	0	253	0	253	0	0	254	252	50	0	0	254	253	0	0
pos_8-16	0	169	251	176	0	0	225	253	254	207	254	253	226	226	254	254	255	0	0	0	221	253	255	145	0	0	87	236	254	0	152	232	216	253	252	0	253	228	32	0	174	199	0	223	247	240	212	0	0	0	37	2	0	252	0	0	84	129	10	253	227	252	0	56	0	251	0	252	0	253	252	254	0	15	127	205	232	68	29	0	173	0	238	253	0	0	253	0	252	0	0	110	236	40	0	0	254	253	0	0
pos_8-17	0	169	251	254	0	0	252	253	254	88	85	253	255	235	147	112	255	0	0	57	253	253	57	29	0	0	9	254	253	0	251	252	248	253	20	51	253	228	0	0	128	252	21	254	118	61	253	166	0	0	0	0	0	253	0	114	0	0	0	253	142	252	0	0	0	126	0	252	0	253	252	134	0	87	251	253	0	4	25	0	248	0	253	253	115	4	108	0	252	81	0	0	252	0	0	0	192	254	30	0
pos_8-18	98	170	251	142	0	38	252	253	145	95	0	148	226	0	0	0	114	0	62	242	98	253	57	144	0	0	0	254	120	40	254	252	151	5	0	246	253	249	0	0	68	199	221	206	5	0	253	253	0	0	0	0	0	252	0	254	0	0	102	189	142	210	56	169	126	0	0	252	0	253	252	0	104	253	251	252	0	0	253	0	254	0	48	200	253	2	0	0	215	50	75	0	252	0	0	0	167	253	232	0
pos_8-19	253	82	253	130	0	175	112	253	0	195	0	0	29	0	0	0	0	4	253	255	0	116	0	38	0	0	0	254	0	244	254	252	0	0	0	252	190	244	32	0	230	7	253	12	0	0	253	253	0	0	0	0	0	236	0	254	0	0	228	201	217	211	242	253	253	0	0	131	0	79	143	0	253	254	158	252	0	0	253	0	254	44	0	14	228	0	0	0	62	0	210	0	252	0	0	0	137	253	228	56
pos_8-20	254	0	251	9	0	242	0	253	0	38	0	0	0	0	0	0	0	1	135	245	0	0	0	0	186	0	0	213	0	254	100	36	0	0	0	213	2	180	96	35	254	0	253	0	0	20	253	75	0	0	0	0	0	62	0	89	0	0	28	253	253	252	255	253	253	0	0	27	0	25	0	0	85	254	0	203	0	7	253	0	254	252	0	0	0	0	0	0	0	0	253	0	252	0	0	0	0	253	14	84
pos_8-21	84	0	251	0	0	168	0	253	0	0	0	0	0	0	0	0	0	0	0	110	0	0	0	0	253	0	112	102	0	75	0	0	0	0	0	0	0	61	211	187	120	0	141	0	0	230	156	0	0	0	0	0	0	0	0	0	0	0	0	209	253	252	18	152	80	0	0	0	0	0	0	0	0	250	0	38	0	77	253	0	254	183	0	0	0	0	0	0	0	54	253	0	252	0	0	0	0	248	0	189
pos_8-22	0	0	31	0	0	22	0	45	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	253	0	205	2	0	0	0	0	0	0	0	0	0	0	103	254	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	246	45	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	244	129	0	254	0	0	0	0	0	0	0	0	178	147	0	252	0	127	0	0	88	0	252
pos_8-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	213	0	0	0	0	0	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	72	0	0	0	0	0	0	0	0	0	0	0	0	0	0	248	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	242	7	0	254	0	0	0	0	0	0	0	0	253	0	0	252	0	252	0	0	0	0	252
pos_8-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	35	0	0	55	0	0	0	0	0	0	0	0	234	0	0	23	0	42	0	0	0	0	23
pos_8-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	74	0	0	0	0	0	0	0	0	0	0
pos_8-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_8-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_9-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
