	('Numbers: Zero-64', 'Digit: Zero')	('Numbers: Eight-1873', 'Digit: Eight')	('Numbers: Zero-5836', 'Digit: Zero')	('Numbers: Eight-5909', 'Digit: Eight')	('Numbers: Seven-562', 'Digit: Seven')	('Numbers: Seven-2325', 'Digit: Seven')	('Numbers: Two-4298', 'Digit: Two')	('Numbers: Five-3004', 'Digit: Five')	('Numbers: Six-3475', 'Digit: Six')	('Numbers: Four-5622', 'Digit: Four')	('Numbers: Two-804', 'Digit: Two')	('Numbers: Six-5128', 'Digit: Six')	('Numbers: One-1913', 'Digit: One')	('Numbers: Two-4577', 'Digit: Two')	('Numbers: Four-273', 'Digit: Four')	('Numbers: Six-497', 'Digit: Six')	('Numbers: Nine-5962', 'Digit: Nine')	('Numbers: Seven-1879', 'Digit: Seven')	('Numbers: Six-1564', 'Digit: Six')	('Numbers: Nine-2142', 'Digit: Nine')
pos_20-6	0	0	156	125	0	0	0	246	0	0	234	0	0	3	0	0	0	0	0	0
pos_20-7	96	0	253	253	0	0	198	253	0	0	184	0	0	18	0	134	0	0	0	0
pos_20-8	254	0	253	253	0	0	255	253	0	0	80	254	0	18	0	252	0	0	64	0
pos_20-9	254	0	144	253	14	0	255	253	255	0	70	235	0	18	0	252	0	0	237	0
pos_20-10	230	129	0	142	115	0	255	253	255	0	91	133	0	18	0	252	0	0	254	0
pos_20-11	254	253	0	0	242	64	255	246	255	0	184	253	57	117	0	252	0	0	254	0
pos_20-12	221	77	0	0	253	222	198	213	255	0	240	254	252	253	0	252	0	0	254	0
pos_20-13	214	0	47	0	253	254	141	129	255	12	252	253	252	247	0	252	0	236	250	100
pos_20-14	254	0	109	8	149	139	29	29	170	223	215	253	140	53	0	252	0	254	115	253
pos_20-15	254	0	212	27	26	0	0	0	114	233	183	217	0	0	61	253	161	192	16	193
pos_20-16	217	0	253	124	0	0	0	0	0	40	100	36	0	0	254	252	253	0	0	0
pos_20-17	28	165	255	176	0	0	0	0	0	0	69	0	0	89	205	240	242	0	0	0
pos_20-18	0	253	159	253	0	0	0	0	0	0	69	0	0	248	9	79	38	0	0	0
pos_20-19	0	79	41	253	0	0	0	0	0	0	32	0	0	238	0	0	0	0	0	0
pos_20-20	0	0	0	91	0	0	0	0	0	0	0	0	0	20	0	0	0	0	0	0
pos_20-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
pos_21-5	0	0	0	0	0	0	0	47	0	0	219	0	0	0	0	0	0	0	0	0
pos_21-6	0	0	10	51	0	0	0	47	0	0	252	0	0	0	0	10	0	0	0	0
pos_21-7	10	0	149	240	0	0	0	75	0	0	252	0	0	0	0	193	0	0	0	0
pos_21-8	167	0	252	253	13	0	57	103	0	0	252	181	0	0	0	252	0	0	0	0
pos_21-9	254	0	237	253	183	0	57	168	29	0	253	253	0	0	0	183	0	0	63	0
pos_21-10	254	129	217	43	253	30	29	92	170	0	252	145	0	0	0	183	0	0	243	0
pos_21-11	254	253	217	67	253	212	0	50	170	0	252	116	44	6	0	252	0	0	234	0
pos_21-12	254	14	217	150	253	253	0	0	255	0	252	175	233	194	0	252	0	40	146	0
pos_21-13	254	0	233	150	198	188	0	0	86	101	168	138	252	253	0	252	0	254	44	149
pos_21-14	254	0	252	179	8	4	0	0	0	254	21	97	166	231	0	252	0	251	0	253
pos_21-15	217	0	252	253	0	0	0	0	0	129	0	13	6	133	153	249	195	97	0	124
pos_21-16	86	0	128	253	0	0	0	0	0	0	0	0	0	140	254	144	253	0	0	0
pos_21-17	0	45	35	253	0	0	0	0	0	0	0	0	0	245	184	31	246	0	0	0
pos_21-18	0	253	5	253	0	0	0	0	0	0	0	0	0	253	0	0	50	0	0	0
pos_21-19	0	199	0	230	0	0	0	0	0	0	0	0	0	123	0	0	0	0	0	0
pos_21-20	0	0	0	37	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-5	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0
pos_22-6	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	14	0	0	0	0
pos_22-7	0	0	32	51	11	0	0	0	0	0	252	0	0	0	0	211	0	0	0	0
pos_22-8	6	0	215	240	184	0	0	0	0	0	252	0	0	0	0	252	0	0	0	0
pos_22-9	67	0	252	253	253	0	0	0	0	0	253	0	0	0	0	72	0	0	0	0
pos_22-10	194	113	252	253	253	138	0	0	0	0	231	0	0	0	0	7	0	0	0	0
pos_22-11	254	244	252	253	253	253	0	0	0	0	137	0	0	0	0	23	0	0	0	0
pos_22-12	254	81	252	253	253	219	0	0	226	18	43	0	153	69	0	23	0	140	0	0
pos_22-13	227	0	253	253	191	59	0	0	29	202	2	0	252	248	0	81	0	254	0	163
pos_22-14	100	0	241	253	0	0	0	0	0	233	0	0	253	254	0	23	0	221	0	253
pos_22-15	11	0	112	253	0	0	0	0	0	33	0	0	106	253	160	22	195	0	0	82
pos_22-16	0	0	31	253	0	0	0	0	0	0	0	0	0	253	254	0	254	0	0	0
pos_22-17	0	69	0	253	0	0	0	0	0	0	0	0	0	251	184	0	254	0	0	0
pos_22-18	0	253	0	253	0	0	0	0	0	0	0	0	0	169	0	0	69	0	0	0
pos_22-19	0	228	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-20	0	0	0	47	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-6	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-7	0	0	0	0	186	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0
pos_23-8	0	0	1	51	253	0	0	0	0	0	0	0	0	0	0	252	0	0	0	0
pos_23-9	0	0	169	243	253	70	0	0	0	0	0	0	0	0	0	244	0	0	0	0
pos_23-10	0	0	252	253	253	245	0	0	0	0	0	0	0	0	0	115	0	0	0	0
pos_23-11	0	149	252	253	253	254	0	0	0	2	0	0	0	0	0	0	0	0	0	0
pos_23-12	0	243	168	253	229	103	0	0	0	139	0	0	29	0	0	0	0	246	0	0
pos_23-13	0	189	108	251	47	0	0	0	0	254	0	0	252	52	0	0	0	255	0	249
pos_23-14	0	92	77	252	0	0	0	0	0	116	0	0	190	221	0	0	0	111	0	248
pos_23-15	0	90	0	253	0	0	0	0	0	0	0	0	12	253	160	0	144	0	0	0
pos_23-16	0	152	0	221	0	0	0	0	0	0	0	0	0	207	254	0	253	0	0	0
pos_23-17	0	218	0	210	0	0	0	0	0	0	0	0	0	119	166	0	253	0	0	0
pos_23-18	0	253	0	247	0	0	0	0	0	0	0	0	0	0	0	0	69	0	0	0
pos_23-19	0	154	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-6	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-7	0	0	0	0	205	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-8	0	0	0	0	253	17	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-9	0	0	0	115	253	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-10	0	0	0	123	253	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-11	0	37	0	123	148	181	0	0	0	122	0	0	0	0	0	0	0	20	0	0
pos_24-12	0	228	0	190	9	6	0	0	0	247	0	0	0	0	0	0	0	248	0	0
pos_24-13	0	254	0	85	0	0	0	0	0	159	0	0	0	0	0	0	0	250	0	249
pos_24-14	0	253	0	99	0	0	0	0	0	5	0	0	0	0	0	0	0	31	0	152
pos_24-15	0	253	0	123	0	0	0	0	0	0	0	0	0	0	58	0	104	0	0	0
pos_24-16	0	253	0	95	0	0	0	0	0	0	0	0	0	0	188	0	253	0	0	0
pos_24-17	0	253	0	0	0	0	0	0	0	0	0	0	0	0	18	0	234	0	0	0
pos_24-18	0	196	0	0	0	0	0	0	0	0	0	0	0	0	0	0	38	0	0	0
pos_24-19	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-7	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-8	0	0	0	0	205	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-9	0	0	0	0	253	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-10	0	0	0	0	90	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-11	0	0	0	0	2	42	0	0	0	195	0	0	0	0	0	0	0	75	0	0
pos_25-12	0	30	0	0	0	0	0	0	0	213	0	0	0	0	0	0	0	254	0	0
pos_25-13	0	130	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	246	0	249
pos_25-14	0	153	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148
pos_25-15	0	155	0	0	0	0	0	0	0	0	0	0	0	0	0	0	19	0	0	0
pos_25-16	0	191	0	0	0	0	0	0	0	0	0	0	0	0	0	0	203	0	0	0
pos_25-17	0	70	0	0	0	0	0	0	0	0	0	0	0	0	0	0	71	0	0	0
pos_25-18	0	18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-8	0	0	0	0	0	184	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-9	0	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-10	0	0	0	0	0	81	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	180	0	0
pos_26-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0
pos_26-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	220	0	0
pos_26-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
