	('Numbers: Nine-2242', 'Digit: Nine')	('Numbers: Eight-198', 'Digit: Eight')	('Numbers: One-6679', 'Digit: One')	('Numbers: Seven-3604', 'Digit: Seven')	('Numbers: Zero-482', 'Digit: Zero')	('Numbers: Two-2790', 'Digit: Two')	('Numbers: Three-6054', 'Digit: Three')	('Numbers: Eight-4', 'Digit: Eight')	('Numbers: Six-6789', 'Digit: Six')	('Numbers: One-3068', 'Digit: One')	('Numbers: Nine-6456', 'Digit: Nine')	('Numbers: Five-4709', 'Digit: Five')	('Numbers: One-5022', 'Digit: One')	('Numbers: Nine-4922', 'Digit: Nine')	('Numbers: Four-3164', 'Digit: Four')	('Numbers: One-1368', 'Digit: One')	('Numbers: Eight-4650', 'Digit: Eight')	('Numbers: Three-3429', 'Digit: Three')	('Numbers: Three-2297', 'Digit: Three')	('Numbers: Two-5623', 'Digit: Two')
pos_20-6	0	0	0	0	252	0	127	0	0	0	0	0	0	0	0	0	0	0	254	253
pos_20-7	0	0	0	0	249	84	252	0	78	0	0	0	0	0	0	0	0	116	254	242
pos_20-8	0	0	0	0	225	253	252	62	253	0	0	87	0	0	0	0	0	160	254	96
pos_20-9	0	51	0	0	238	253	253	238	253	0	0	254	0	0	0	0	29	0	78	0
pos_20-10	0	247	0	0	237	211	252	253	253	0	0	246	43	0	0	0	252	0	0	68
pos_20-11	0	253	0	0	252	239	252	176	253	113	0	124	253	0	0	0	252	0	0	188
pos_20-12	0	185	206	0	252	253	252	13	253	253	0	21	250	0	0	0	139	0	0	234
pos_20-13	240	0	250	16	252	249	252	0	253	255	0	0	70	44	26	169	29	0	0	253
pos_20-14	254	0	252	169	253	200	253	21	253	253	15	0	0	253	223	252	252	0	31	253
pos_20-15	81	0	250	243	252	247	252	211	253	41	254	0	0	92	253	211	196	57	198	253
pos_20-16	0	0	181	253	252	253	252	185	253	0	254	0	0	0	242	0	10	253	244	253
pos_20-17	0	95	0	137	252	253	252	0	253	0	253	0	0	0	47	0	0	253	254	128
pos_20-18	0	253	0	0	252	253	252	0	253	0	120	0	0	0	0	0	0	81	254	4
pos_20-19	0	230	0	0	253	228	202	0	205	0	0	0	0	0	0	0	0	0	254	0
pos_20-20	0	0	0	0	223	210	0	0	60	0	0	0	0	0	0	0	0	0	208	0
pos_20-21	0	0	0	0	37	115	0	0	0	0	0	0	0	0	0	0	0	0	5	0
pos_20-22	0	0	0	0	0	63	0	0	0	0	0	109	0	0	0	0	0	0	0	0
pos_20-23	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_20-24	0	0	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0
pos_20-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_20-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-4	0	0	0	0	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-5	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	3	1
pos_21-6	0	0	0	0	252	0	101	0	0	0	0	0	0	0	0	0	0	113	188	144
pos_21-7	0	0	0	0	252	75	252	11	8	0	0	0	0	0	0	0	0	250	254	253
pos_21-8	0	0	0	0	252	253	252	240	151	0	0	5	0	0	0	0	0	168	254	252
pos_21-9	0	70	0	0	253	253	253	253	253	0	0	138	0	0	0	0	29	0	222	236
pos_21-10	0	254	0	0	252	253	252	226	253	0	0	245	123	0	0	0	252	0	118	247
pos_21-11	0	254	0	0	252	253	252	11	253	193	0	254	252	0	0	0	252	0	91	253
pos_21-12	0	69	206	0	252	239	252	0	253	252	0	235	196	0	0	0	139	18	91	253
pos_21-13	240	0	250	24	252	70	252	0	253	253	0	144	0	45	0	169	29	84	189	253
pos_21-14	254	0	252	253	253	0	253	165	253	212	105	114	0	248	197	252	252	163	242	253
pos_21-15	81	0	250	253	252	37	252	253	253	0	253	19	0	46	252	211	252	243	254	223
pos_21-16	0	0	181	246	252	110	252	136	253	0	253	0	0	0	247	0	78	248	254	45
pos_21-17	0	70	0	75	245	196	252	0	209	0	253	0	0	0	65	0	0	188	254	4
pos_21-18	0	254	0	0	195	227	199	0	93	0	30	0	0	0	0	0	0	9	254	0
pos_21-19	0	254	0	0	133	253	35	0	15	0	0	0	0	0	0	0	0	0	254	0
pos_21-20	0	69	0	0	37	253	0	0	0	0	0	0	0	0	0	0	0	0	45	0
pos_21-21	0	0	0	0	0	238	0	0	0	0	0	51	0	0	0	0	0	0	0	0
pos_21-22	0	0	0	0	0	66	0	0	0	0	0	206	0	0	0	0	0	0	0	0
pos_21-23	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_21-24	0	0	0	0	0	0	0	0	0	0	0	153	0	0	0	0	0	0	0	0
pos_21-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_21-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-4	0	0	0	0	101	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-5	0	0	0	0	223	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-6	0	0	0	0	192	0	4	0	0	0	0	0	0	0	0	0	0	169	97	18
pos_22-7	0	0	0	0	99	7	68	126	0	0	0	0	0	0	0	0	0	253	248	253
pos_22-8	0	0	0	0	145	156	147	253	5	0	0	0	0	0	0	0	0	240	254	253
pos_22-9	0	7	0	0	225	253	147	243	114	0	0	0	0	0	0	0	13	169	254	253
pos_22-10	0	232	0	0	233	181	226	69	135	0	0	53	201	0	0	0	194	169	254	253
pos_22-11	0	253	0	0	252	59	252	0	193	255	0	224	252	0	0	0	253	169	254	253
pos_22-12	64	69	206	0	249	35	252	0	253	253	0	254	73	0	0	0	253	240	254	253
pos_22-13	251	0	250	61	223	0	252	97	253	224	0	254	0	45	0	169	141	254	254	227
pos_22-14	253	0	252	253	225	0	236	246	226	20	158	254	0	223	197	252	216	253	254	106
pos_22-15	80	0	250	194	223	0	147	227	100	0	254	238	0	0	252	115	253	186	254	9
pos_22-16	0	0	181	35	114	0	94	36	17	0	254	198	0	0	225	0	140	63	254	0
pos_22-17	0	87	0	0	74	0	42	0	10	0	216	148	0	0	0	0	0	0	254	0
pos_22-18	0	253	0	0	0	25	7	0	0	0	14	148	0	0	0	0	0	0	222	0
pos_22-19	0	248	0	0	0	46	0	0	0	0	0	148	0	0	0	0	0	0	78	0
pos_22-20	0	56	0	0	0	131	0	0	0	0	0	190	0	0	0	0	0	0	1	0
pos_22-21	0	0	0	0	0	34	0	0	0	0	0	243	0	0	0	0	0	0	0	0
pos_22-22	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_22-23	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_22-24	0	0	0	0	0	0	0	0	0	0	0	42	0	0	0	0	0	0	0	0
pos_22-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_22-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	28	0	7
pos_23-7	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	130	47	199
pos_23-8	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	254	124	253
pos_23-9	0	0	0	0	0	0	0	178	0	0	0	0	0	0	0	0	0	253	205	253
pos_23-10	0	230	0	0	38	0	0	112	0	0	0	0	227	0	0	0	44	253	254	174
pos_23-11	6	253	0	0	112	0	0	112	0	213	0	9	252	0	0	0	240	253	254	109
pos_23-12	163	119	206	0	99	0	0	194	0	252	0	85	21	0	0	0	252	253	254	5
pos_23-13	254	9	250	177	0	0	0	248	0	122	0	180	0	86	0	126	253	148	235	4
pos_23-14	214	0	252	253	0	0	0	253	0	0	169	252	0	223	147	164	252	68	154	0
pos_23-15	0	3	212	183	0	0	0	76	0	0	254	254	0	0	252	0	252	4	154	0
pos_23-16	0	57	32	0	0	0	0	0	0	0	253	254	0	0	175	0	139	0	154	0
pos_23-17	0	237	0	0	0	0	0	0	0	0	110	254	0	0	0	0	0	0	127	0
pos_23-18	0	253	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	28	0
pos_23-19	0	221	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_23-20	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_23-21	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	0	0
pos_23-22	0	0	0	0	0	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0
pos_23-23	0	0	0	0	0	0	0	0	0	0	0	106	0	0	0	0	0	0	0	0
pos_23-24	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
pos_23-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_23-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-7	0	0	0	0	0	0	0	136	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-8	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-9	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-10	0	163	0	0	0	0	0	253	0	0	0	0	104	0	0	0	0	0	0	0
pos_24-11	20	253	0	0	0	0	0	253	0	0	0	0	252	0	0	0	44	0	0	0
pos_24-12	254	253	206	0	0	0	0	253	0	0	0	0	21	0	0	0	193	0	0	0
pos_24-13	254	210	250	102	0	0	0	253	0	0	0	0	0	134	0	0	253	0	0	0
pos_24-14	58	134	252	145	0	0	0	142	0	0	88	8	0	223	0	0	252	0	0	0
pos_24-15	0	174	204	106	0	0	0	3	0	0	254	90	0	0	0	0	252	0	0	0
pos_24-16	0	253	0	0	0	0	0	0	0	0	245	148	0	0	0	0	139	0	0	0
pos_24-17	0	254	0	0	0	0	0	0	0	0	37	171	0	0	0	0	0	0	0	0
pos_24-18	0	236	0	0	0	0	0	0	0	0	0	171	0	0	0	0	0	0	0	0
pos_24-19	0	88	0	0	0	0	0	0	0	0	0	238	0	0	0	0	0	0	0	0
pos_24-20	0	0	0	0	0	0	0	0	0	0	0	184	0	0	0	0	0	0	0	0
pos_24-21	0	0	0	0	0	0	0	0	0	0	0	127	0	0	0	0	0	0	0	0
pos_24-22	0	0	0	0	0	0	0	0	0	0	0	67	0	0	0	0	0	0	0	0
pos_24-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_24-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-7	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-8	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-9	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-10	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-11	20	0	0	0	0	0	0	235	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-12	254	0	0	0	0	0	0	129	0	0	0	0	0	0	0	0	13	0	0	0
pos_25-13	109	0	0	0	0	0	0	45	0	0	0	0	0	134	0	0	40	0	0	0
pos_25-14	12	0	0	0	0	0	0	2	0	0	4	0	0	223	0	0	165	0	0	0
pos_25-15	0	0	0	0	0	0	0	0	0	0	177	0	0	0	0	0	164	0	0	0
pos_25-16	0	0	0	0	0	0	0	0	0	0	121	0	0	0	0	0	28	0	0	0
pos_25-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_25-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_26-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-11	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-12	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-13	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-14	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-17	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-18	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-21	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-22	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-23	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-24	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_27-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
