	('Numbers: Five-5988', 'Digit: Five')	('Numbers: Five-573', 'Digit: Five')	('Numbers: Six-5766', 'Digit: Six')	('Numbers: Eight-5687', 'Digit: Eight')	('Numbers: Zero-6374', 'Digit: Zero')	('Numbers: Six-4535', 'Digit: Six')	('Numbers: Nine-1353', 'Digit: Nine')	('Numbers: Three-4063', 'Digit: Three')	('Numbers: Two-2242', 'Digit: Two')	('Numbers: Six-4742', 'Digit: Six')	('Numbers: Six-4597', 'Digit: Six')	('Numbers: Six-3897', 'Digit: Six')	('Numbers: Three-6513', 'Digit: Three')	('Numbers: Seven-5026', 'Digit: Seven')	('Numbers: Four-6277', 'Digit: Four')	('Numbers: Four-307', 'Digit: Four')	('Numbers: Zero-2589', 'Digit: Zero')	('Numbers: Six-1819', 'Digit: Six')	('Numbers: One-2216', 'Digit: One')	('Numbers: Six-4625', 'Digit: Six')	('Numbers: Nine-6749', 'Digit: Nine')	('Numbers: Seven-5147', 'Digit: Seven')	('Numbers: Seven-791', 'Digit: Seven')	('Numbers: Zero-2997', 'Digit: Zero')	('Numbers: Five-5313', 'Digit: Five')	('Numbers: Four-6502', 'Digit: Four')	('Numbers: Four-2173', 'Digit: Four')	('Numbers: Four-459', 'Digit: Four')	('Numbers: Zero-3729', 'Digit: Zero')	('Numbers: Three-6213', 'Digit: Three')	('Numbers: Five-2201', 'Digit: Five')	('Numbers: Seven-1830', 'Digit: Seven')	('Numbers: Zero-4354', 'Digit: Zero')	('Numbers: Nine-3217', 'Digit: Nine')	('Numbers: Six-4860', 'Digit: Six')	('Numbers: Five-2026', 'Digit: Five')	('Numbers: Six-1078', 'Digit: Six')	('Numbers: Four-756', 'Digit: Four')	('Numbers: Two-771', 'Digit: Two')	('Numbers: Seven-1815', 'Digit: Seven')	('Numbers: Zero-69', 'Digit: Zero')	('Numbers: Five-517', 'Digit: Five')	('Numbers: One-282', 'Digit: One')	('Numbers: One-3358', 'Digit: One')	('Numbers: Eight-2356', 'Digit: Eight')	('Numbers: Five-1369', 'Digit: Five')	('Numbers: Seven-136', 'Digit: Seven')	('Numbers: Nine-3632', 'Digit: Nine')	('Numbers: One-5942', 'Digit: One')	('Numbers: Nine-3381', 'Digit: Nine')	('Numbers: Five-254', 'Digit: Five')	('Numbers: Seven-2310', 'Digit: Seven')	('Numbers: Seven-6546', 'Digit: Seven')	('Numbers: Nine-2265', 'Digit: Nine')	('Numbers: Nine-6823', 'Digit: Nine')	('Numbers: Four-2860', 'Digit: Four')	('Numbers: Seven-1241', 'Digit: Seven')	('Numbers: Six-3933', 'Digit: Six')	('Numbers: Zero-4387', 'Digit: Zero')	('Numbers: Two-681', 'Digit: Two')	('Numbers: Two-1467', 'Digit: Two')	('Numbers: Two-604', 'Digit: Two')	('Numbers: Three-6923', 'Digit: Three')	('Numbers: Three-1236', 'Digit: Three')	('Numbers: Six-5538', 'Digit: Six')	('Numbers: Two-2505', 'Digit: Two')	('Numbers: One-3389', 'Digit: One')	('Numbers: Two-6745', 'Digit: Two')	('Numbers: Six-991', 'Digit: Six')	('Numbers: One-5367', 'Digit: One')	('Numbers: Zero-4025', 'Digit: Zero')	('Numbers: Two-815', 'Digit: Two')	('Numbers: Seven-1293', 'Digit: Seven')	('Numbers: Nine-1222', 'Digit: Nine')	('Numbers: Nine-4416', 'Digit: Nine')	('Numbers: Eight-1341', 'Digit: Eight')	('Numbers: Four-4925', 'Digit: Four')	('Numbers: Four-1148', 'Digit: Four')	('Numbers: One-3820', 'Digit: One')	('Numbers: Four-6380', 'Digit: Four')	('Numbers: Seven-4339', 'Digit: Seven')	('Numbers: Eight-5763', 'Digit: Eight')	('Numbers: Seven-6757', 'Digit: Seven')	('Numbers: Six-3632', 'Digit: Six')	('Numbers: Six-1245', 'Digit: Six')	('Numbers: Six-185', 'Digit: Six')	('Numbers: Nine-2661', 'Digit: Nine')	('Numbers: Eight-5400', 'Digit: Eight')	('Numbers: Five-4818', 'Digit: Five')	('Numbers: Two-3886', 'Digit: Two')	('Numbers: Six-990', 'Digit: Six')	('Numbers: One-5209', 'Digit: One')	('Numbers: Five-6071', 'Digit: Five')	('Numbers: Two-5864', 'Digit: Two')	('Numbers: Five-5793', 'Digit: Five')	('Numbers: One-1519', 'Digit: One')	('Numbers: Nine-5532', 'Digit: Nine')	('Numbers: Eight-5622', 'Digit: Eight')	('Numbers: Six-3402', 'Digit: Six')	('Numbers: Six-5617', 'Digit: Six')	('Numbers: Nine-2337', 'Digit: Nine')	('Numbers: Nine-2358', 'Digit: Nine')	('Numbers: One-1599', 'Digit: One')	('Numbers: Five-212', 'Digit: Five')	('Numbers: Three-4839', 'Digit: Three')	('Numbers: Two-1259', 'Digit: Two')	('Numbers: Nine-6700', 'Digit: Nine')	('Numbers: Zero-2060', 'Digit: Zero')	('Numbers: Nine-2054', 'Digit: Nine')	('Numbers: Two-1757', 'Digit: Two')	('Numbers: Three-995', 'Digit: Three')	('Numbers: Four-6572', 'Digit: Four')	('Numbers: One-1005', 'Digit: One')	('Numbers: Nine-844', 'Digit: Nine')	('Numbers: Seven-3934', 'Digit: Seven')	('Numbers: Eight-1306', 'Digit: Eight')	('Numbers: Three-6550', 'Digit: Three')	('Numbers: Four-1088', 'Digit: Four')	('Numbers: Nine-4782', 'Digit: Nine')	('Numbers: Three-6425', 'Digit: Three')	('Numbers: Seven-1686', 'Digit: Seven')	('Numbers: Eight-2966', 'Digit: Eight')	('Numbers: Eight-6521', 'Digit: Eight')	('Numbers: Eight-3861', 'Digit: Eight')	('Numbers: Nine-4005', 'Digit: Nine')	('Numbers: Eight-4179', 'Digit: Eight')	('Numbers: Eight-2354', 'Digit: Eight')	('Numbers: Two-319', 'Digit: Two')	('Numbers: Seven-3948', 'Digit: Seven')	('Numbers: Seven-6843', 'Digit: Seven')	('Numbers: Six-308', 'Digit: Six')	('Numbers: Zero-2468', 'Digit: Zero')	('Numbers: Three-2349', 'Digit: Three')	('Numbers: Four-4980', 'Digit: Four')	('Numbers: Eight-2371', 'Digit: Eight')	('Numbers: One-4776', 'Digit: One')	('Numbers: Six-241', 'Digit: Six')	('Numbers: One-2315', 'Digit: One')	('Numbers: Six-1256', 'Digit: Six')	('Numbers: One-2934', 'Digit: One')	('Numbers: Zero-179', 'Digit: Zero')	('Numbers: Zero-2528', 'Digit: Zero')	('Numbers: Three-5224', 'Digit: Three')	('Numbers: Zero-5292', 'Digit: Zero')	('Numbers: One-4654', 'Digit: One')	('Numbers: Four-438', 'Digit: Four')	('Numbers: Two-2107', 'Digit: Two')	('Numbers: Seven-435', 'Digit: Seven')	('Numbers: One-6115', 'Digit: One')	('Numbers: One-942', 'Digit: One')	('Numbers: Six-4897', 'Digit: Six')	('Numbers: One-6546', 'Digit: One')	('Numbers: Zero-6245', 'Digit: Zero')	('Numbers: Seven-1217', 'Digit: Seven')	('Numbers: Seven-3768', 'Digit: Seven')	('Numbers: Zero-6299', 'Digit: Zero')	('Numbers: Seven-983', 'Digit: Seven')	('Numbers: Seven-275', 'Digit: Seven')	('Numbers: Zero-6364', 'Digit: Zero')	('Numbers: Three-364', 'Digit: Three')	('Numbers: Four-456', 'Digit: Four')	('Numbers: Six-2351', 'Digit: Six')	('Numbers: Five-4693', 'Digit: Five')	('Numbers: Three-4737', 'Digit: Three')	('Numbers: Two-3314', 'Digit: Two')	('Numbers: Nine-5582', 'Digit: Nine')	('Numbers: Two-3195', 'Digit: Two')	('Numbers: Six-68', 'Digit: Six')	('Numbers: Three-6869', 'Digit: Three')	('Numbers: One-3100', 'Digit: One')	('Numbers: Zero-2697', 'Digit: Zero')	('Numbers: One-3407', 'Digit: One')	('Numbers: Nine-2365', 'Digit: Nine')	('Numbers: Zero-5142', 'Digit: Zero')	('Numbers: Five-198', 'Digit: Five')	('Numbers: Eight-934', 'Digit: Eight')	('Numbers: Seven-302', 'Digit: Seven')	('Numbers: One-1547', 'Digit: One')	('Numbers: Three-2908', 'Digit: Three')	('Numbers: Five-4592', 'Digit: Five')	('Numbers: Eight-4452', 'Digit: Eight')	('Numbers: One-5205', 'Digit: One')	('Numbers: Five-1055', 'Digit: Five')	('Numbers: Zero-2245', 'Digit: Zero')	('Numbers: One-6812', 'Digit: One')	('Numbers: Five-3905', 'Digit: Five')	('Numbers: Zero-3534', 'Digit: Zero')	('Numbers: Nine-2740', 'Digit: Nine')	('Numbers: Nine-6644', 'Digit: Nine')	('Numbers: Nine-3154', 'Digit: Nine')	('Numbers: Three-4578', 'Digit: Three')	('Numbers: Eight-1987', 'Digit: Eight')	('Numbers: Four-2484', 'Digit: Four')	('Numbers: Two-1616', 'Digit: Two')	('Numbers: Seven-6405', 'Digit: Seven')	('Numbers: Seven-5466', 'Digit: Seven')	('Numbers: Eight-5264', 'Digit: Eight')	('Numbers: Two-2092', 'Digit: Two')	('Numbers: Eight-6624', 'Digit: Eight')	('Numbers: Seven-5337', 'Digit: Seven')
pos_15-12	0	2	253	117	0	128	120	79	159	0	254	250	0	0	254	220	0	252	0	0	71	0	0	0	0	51	254	253	0	44	198	0	0	191	0	197	254	0	199	0	0	0	1	252	253	141	133	77	253	0	31	0	0	0	32	253	0	0	0	0	87	197	253	253	0	134	32	0	3	169	0	63	0	250	241	0	34	254	22	0	227	230	0	31	255	86	0	254	41	0	0	0	34	1	255	255	254	252	207	204	0	253	9	0	12	0	253	27	0	0	242	253	22	222	0	242	0	182	128	253	0	251	242	255	229	0	253	143	0	0	255	0	0	0	85	251	64	0	253	0	0	0	0	0	90	111	48	254	51	0	0	11	0	0	0	169	0	0	0	59	220	0	245	255	15	228	252	0	253	0	0	221	238	0	0	207	0	31	253	0	255	113	173	0	24	0	0	0	253	218	0	0	254	0	0	0	232	161	253	0
pos_15-13	0	13	252	0	0	129	150	152	239	21	254	252	0	0	253	220	0	252	160	0	171	0	0	0	0	78	254	253	0	44	0	0	0	191	16	84	254	0	129	0	0	0	172	252	253	0	133	44	253	0	71	9	7	0	82	254	0	0	0	0	253	251	205	253	237	253	229	64	171	254	0	236	0	252	254	0	130	254	253	0	253	241	0	0	255	0	0	254	0	0	0	226	34	6	57	255	254	254	254	243	0	229	233	0	0	0	252	0	0	0	89	253	253	196	75	255	0	237	255	253	16	254	254	255	142	0	253	168	0	0	141	0	0	0	229	253	0	176	253	0	0	0	84	0	252	44	242	254	253	176	127	242	0	0	0	16	0	0	0	18	163	130	125	255	171	253	252	0	236	109	0	253	253	0	0	253	0	253	253	23	253	253	252	0	254	0	0	19	253	240	64	165	254	3	0	84	254	244	253	0
pos_15-14	0	13	131	131	0	253	254	242	48	107	254	254	0	0	253	220	0	92	252	0	253	180	19	0	0	51	149	253	0	193	0	62	0	205	203	0	254	122	206	0	0	0	254	253	255	0	190	24	253	86	180	109	157	81	197	254	7	12	0	0	253	253	170	253	122	253	253	255	255	253	0	234	191	172	134	0	207	254	253	198	254	236	0	18	255	0	160	254	0	0	10	253	34	114	0	255	254	254	254	253	0	159	255	0	0	42	253	31	0	96	27	253	253	128	236	254	0	253	255	254	140	254	254	255	0	41	253	186	188	254	0	0	57	0	253	251	181	254	251	255	0	0	192	0	252	1	253	254	252	166	253	253	0	0	243	0	0	145	0	0	96	234	19	255	253	253	133	114	91	251	0	253	255	0	0	253	0	253	253	73	253	252	252	0	255	0	0	107	253	253	191	252	255	116	0	253	116	254	253	0
pos_15-15	0	7	30	253	0	255	254	216	0	170	215	254	0	25	217	235	0	44	252	4	253	254	107	0	0	194	228	255	0	241	0	246	0	253	242	0	195	254	254	0	0	0	196	167	253	0	252	48	253	255	252	254	254	251	252	254	201	201	0	128	253	251	139	253	0	180	231	255	254	114	0	54	252	101	6	2	254	254	0	255	253	253	132	209	255	0	254	255	0	118	100	161	181	254	0	191	254	254	253	253	167	121	207	0	0	206	252	192	0	253	18	253	255	240	253	251	0	253	255	251	253	242	254	255	110	214	253	253	254	253	141	0	187	0	255	253	253	238	150	170	0	0	253	0	228	0	252	254	214	0	218	108	0	76	252	0	53	253	0	0	207	254	0	191	253	253	37	254	98	253	0	52	225	0	0	253	0	237	241	194	253	127	252	0	254	82	0	253	254	178	255	252	254	251	138	254	49	191	253	0
pos_15-16	0	0	0	168	0	253	254	13	0	170	207	254	0	253	254	229	0	27	98	187	253	243	253	0	0	254	254	253	0	252	0	253	0	253	104	0	117	87	254	89	0	0	0	0	253	0	252	84	236	141	253	237	253	248	253	254	254	253	0	190	158	56	234	209	0	0	0	255	111	0	0	0	252	253	0	182	254	254	0	255	253	168	252	253	255	0	174	189	0	236	250	0	160	254	0	0	254	118	184	237	186	190	0	0	0	251	253	204	168	243	21	253	168	253	253	116	0	253	255	248	252	64	253	128	253	253	253	253	227	120	255	0	254	108	253	138	253	52	22	0	0	0	253	0	34	76	47	254	28	0	114	0	0	253	160	0	171	253	0	0	253	163	0	64	244	246	0	254	240	107	0	0	111	0	29	236	148	39	113	254	191	3	74	0	41	254	0	252	253	45	255	28	254	253	254	102	212	12	253	0
pos_15-17	164	156	0	0	0	253	251	0	0	182	117	254	0	253	253	252	0	9	0	252	253	30	252	198	64	157	254	253	0	252	0	253	0	253	4	0	188	0	176	252	10	0	0	0	10	0	252	254	42	0	252	39	253	64	252	254	254	253	33	0	11	0	254	169	0	0	0	191	0	0	0	0	108	185	234	244	255	254	0	0	253	14	107	253	255	0	0	51	0	51	253	0	0	194	0	0	254	0	216	214	145	253	0	0	0	251	252	156	253	58	52	253	0	252	227	0	0	254	255	104	252	0	109	0	134	244	253	214	36	0	86	0	187	254	253	0	207	0	5	0	0	0	253	0	0	225	0	254	0	0	35	0	0	252	4	0	15	72	0	0	253	110	0	0	67	186	0	187	253	0	0	0	200	5	226	18	252	0	43	254	107	0	0	0	0	254	0	252	115	252	255	0	254	253	127	0	192	0	98	7
pos_15-18	253	252	0	0	0	253	51	0	0	253	79	254	0	253	75	252	0	181	0	247	133	0	196	253	255	10	207	253	0	169	0	142	0	233	0	0	254	0	0	252	185	0	0	0	0	0	115	148	0	0	180	0	178	0	252	254	245	253	229	0	0	0	253	52	0	0	0	0	0	0	0	0	0	1	238	32	209	254	0	86	253	0	0	253	255	0	0	0	0	0	174	0	0	7	170	0	225	0	254	247	162	234	0	142	10	251	162	228	251	0	252	229	0	56	0	0	75	173	255	0	145	0	1	0	0	122	253	17	0	0	0	0	13	85	253	0	198	0	1	0	75	0	145	181	0	254	0	251	0	0	38	0	7	252	0	0	0	0	0	0	165	56	0	0	0	253	0	10	253	0	27	0	207	168	255	0	242	0	0	99	27	0	0	164	0	11	0	252	0	252	191	0	210	253	0	0	12	0	11	204
pos_15-19	253	252	0	0	0	145	0	0	0	193	154	254	134	32	0	252	0	252	0	99	0	0	47	253	255	0	67	208	2	53	0	2	0	32	0	0	67	0	0	252	254	0	0	0	0	0	0	0	0	0	16	0	10	0	28	254	44	253	254	0	0	0	254	0	0	0	0	0	0	0	0	0	0	0	13	0	24	228	0	255	229	0	0	253	255	0	0	0	0	0	97	0	0	0	226	0	0	0	254	253	0	0	0	254	190	180	0	253	196	0	253	15	0	0	0	0	245	0	0	0	0	0	0	0	0	0	229	0	0	0	0	0	0	0	23	0	253	0	16	0	252	0	0	252	0	222	0	221	0	0	91	0	203	115	0	0	0	0	0	39	0	0	0	0	0	253	0	0	125	0	236	0	0	253	226	0	42	0	0	0	0	0	0	254	0	0	119	253	0	60	64	0	0	239	0	0	0	0	0	254
pos_15-20	0	201	10	0	0	144	0	0	0	135	239	254	254	0	0	214	126	252	0	253	0	0	0	0	255	0	0	24	157	0	0	0	0	0	20	0	0	0	0	252	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	148	0	253	255	0	0	0	127	0	143	0	0	0	6	0	0	0	0	0	0	0	0	73	0	29	205	0	0	253	255	0	0	0	0	0	10	0	0	0	0	0	0	0	254	213	0	0	0	253	252	0	0	253	28	0	243	0	0	0	0	0	79	0	0	0	0	0	0	0	0	0	18	0	0	0	0	0	0	0	0	0	253	0	211	0	252	118	0	253	0	31	0	77	0	0	247	0	252	0	0	51	0	0	130	163	0	0	0	0	0	145	0	53	0	0	253	0	0	253	86	0	0	0	0	0	0	0	0	254	0	0	253	84	0	0	0	0	0	47	0	0	0	0	0	254
pos_15-21	0	4	212	0	0	160	0	0	0	49	237	254	103	0	0	12	253	208	0	252	0	0	0	0	64	0	0	0	254	0	0	0	0	0	250	0	0	0	0	47	156	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	194	104	0	0	0	0	0	214	0	0	0	137	0	0	0	0	0	0	0	0	5	0	0	165	0	0	253	128	0	0	0	0	0	118	0	0	0	0	0	0	0	75	0	0	0	0	62	252	0	0	246	0	0	50	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	107	0	0	0	0	84	0	253	0	252	253	0	179	0	0	0	0	0	0	136	0	113	0	0	249	0	0	198	207	0	111	0	0	0	0	0	235	0	0	249	0	0	178	0	0	0	0	0	0	0	0	0	254	0	0	211	0	0	0	0	0	0	0	0	0	0	0	0	171
pos_15-22	0	0	41	0	84	253	0	0	0	7	58	253	0	0	0	0	35	0	0	126	0	0	0	0	0	0	0	0	68	0	0	0	91	0	36	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	112	0	0	0	0	0	0	0	0	0	8	0	0	111	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	238	0	0	57	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	254	0	0	0	0	0	0	211	0	59	253	0	0	0	0	0	0	0	0	0	0	0	0	0	115	0	0	0	27	0	222	0	0	0	0	0	254	0	0	81	0	0	22	0	0	0	0	0	0	0	0	0	217	0	0	21	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-23	0	0	0	0	253	208	0	0	0	0	0	168	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	201	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	136	0	0	0	0	0	0	17	0	0	170	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	243	0	0	0	0	0	234	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-24	0	0	0	0	234	20	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	138	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	50	0	0	0	0	0	73	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-25	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-26	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_15-27	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	118	0	0	0	0	0	0	0	0	0	212	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	210	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	174	0	0	0	106	0	0	8	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
pos_16-5	0	0	0	0	254	0	0	0	0	0	0	0	0	0	0	82	0	0	0	0	0	0	0	0	0	182	0	34	254	0	0	0	0	0	0	0	0	0	252	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	228	0	0	0	0	0	12	0	254	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	48	0	0	0	0	0	0	0	0	0	0	0	0	0	208	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	28	0	0	0	19	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	252	71	0	0	232	0	0	198	0	0	0	0	0	8	0	0	0	86	0	0	0	0	0	13	0	0	0	0	0	0	0	0	0	0
pos_16-6	0	0	0	0	253	0	0	0	0	0	16	0	0	0	0	239	0	0	0	0	0	0	0	0	0	254	95	252	165	0	0	0	253	0	0	0	0	0	130	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	167	0	0	0	0	0	220	0	253	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	0	0	153	0	0	234	0	0	0	0	0	0	0	0	0	0	0	6	0	253	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	137	0	0	0	0	0	0	154	0	169	240	0	16	0	200	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	116	0	0	0	194	252	231	0	0	253	0	0	253	0	0	0	0	0	27	0	0	0	251	0	0	6	225	0	206	0	0	0	0	0	0	0	0	4	0
